Hemoglobin-dependent two component system response regulator HrrA										fig|6666666.104740.peg.199	
Hemoglobin-dependent two component system, sensory histidine kinase HrrS										fig|6666666.104740.peg.198	
Hemoglobin-like protein HbO						fig|6666666.104664.peg.2485	fig|6666666.104681.peg.851,fig|6666666.104681.peg.1510	fig|6666666.104683.peg.1192	fig|6666666.104692.peg.2848	fig|6666666.104740.peg.5179	
Hemoprotein HemQ, essential component of heme biosynthetic pathway in Gram-positive bacteria	fig|6666666.104566.peg.755	fig|6666666.104573.peg.941	fig|6666666.104574.peg.778	fig|6666666.104604.peg.1070	fig|6666666.104655.peg.1454	fig|6666666.104664.peg.4621	fig|6666666.104681.peg.5731	fig|6666666.104683.peg.1866	fig|6666666.104692.peg.3774	fig|6666666.104740.peg.4672	
HigA protein (antitoxin to HigB)	fig|6666666.104566.peg.1597	fig|6666666.104573.peg.835,fig|6666666.104573.peg.931					fig|6666666.104681.peg.916,fig|6666666.104681.peg.2095,fig|6666666.104681.peg.5748				
High-affinity branched-chain amino acid transport system permease protein LivH (TC 3.A.1.4.1)						fig|6666666.104664.peg.735,fig|6666666.104664.peg.2223	fig|6666666.104681.peg.939,fig|6666666.104681.peg.944,fig|6666666.104681.peg.2256,fig|6666666.104681.peg.2882	fig|6666666.104683.peg.1634,fig|6666666.104683.peg.2591	fig|6666666.104692.peg.829,fig|6666666.104692.peg.1981	fig|6666666.104740.peg.2904,fig|6666666.104740.peg.3649,fig|6666666.104740.peg.5714	
High-affinity choline uptake protein BetT			fig|6666666.104574.peg.75	fig|6666666.104604.peg.583	fig|6666666.104655.peg.141	fig|6666666.104664.peg.2018		fig|6666666.104683.peg.646	fig|6666666.104692.peg.1135		
High-affnity carbon uptake protein Hat/HatR						fig|6666666.104664.peg.1844		fig|6666666.104683.peg.3471	fig|6666666.104692.peg.4260	fig|6666666.104740.peg.469,fig|6666666.104740.peg.1046,fig|6666666.104740.peg.4943	
Histidine ammonia-lyase (EC 4.3.1.3)						fig|6666666.104664.peg.2984	fig|6666666.104681.peg.5485,fig|6666666.104681.peg.6111	fig|6666666.104683.peg.707,fig|6666666.104683.peg.2228,fig|6666666.104683.peg.3880	fig|6666666.104692.peg.1370,fig|6666666.104692.peg.3455	fig|6666666.104740.peg.2236	
Histidinol dehydrogenase (EC 1.1.1.23)			fig|6666666.104574.peg.328	fig|6666666.104604.peg.226		fig|6666666.104664.peg.1895	fig|6666666.104681.peg.3795	fig|6666666.104683.peg.3420	fig|6666666.104692.peg.4211	fig|6666666.104740.peg.4637	
Histidinol-phosphatase (EC 3.1.3.15)						fig|6666666.104664.peg.1668	fig|6666666.104681.peg.1640	fig|6666666.104683.peg.884	fig|6666666.104692.peg.2295		
Histidinol-phosphatase [alternative form] (EC 3.1.3.15)			fig|6666666.104574.peg.1024	fig|6666666.104604.peg.1212		fig|6666666.104664.peg.3284	fig|6666666.104681.peg.1369	fig|6666666.104683.peg.3971	fig|6666666.104692.peg.1278	fig|6666666.104740.peg.2338	
Histidinol-phosphate aminotransferase (EC 2.6.1.9)			fig|6666666.104574.peg.329	fig|6666666.104604.peg.224		fig|6666666.104664.peg.1896	fig|6666666.104681.peg.3794	fig|6666666.104683.peg.3421	fig|6666666.104692.peg.4212	fig|6666666.104740.peg.4636	
Histidyl-tRNA synthetase (EC 6.1.1.21)	fig|6666666.104566.peg.1058	fig|6666666.104573.peg.668	fig|6666666.104574.peg.214	fig|6666666.104604.peg.1505	fig|6666666.104655.peg.1497	fig|6666666.104664.peg.1360	fig|6666666.104681.peg.2646	fig|6666666.104683.peg.591	fig|6666666.104692.peg.1079	fig|6666666.104740.peg.4663	
Histone acetyltransferase HPA2 and related acetyltransferases							fig|6666666.104681.peg.1989,fig|6666666.104681.peg.2850,fig|6666666.104681.peg.2974,fig|6666666.104681.peg.3367,fig|6666666.104681.peg.6504	fig|6666666.104683.peg.2292	fig|6666666.104692.peg.2081,fig|6666666.104692.peg.3389	fig|6666666.104740.peg.3050	
Holliday junction DNA helicase RuvA	fig|6666666.104566.peg.1048	fig|6666666.104573.peg.658	fig|6666666.104574.peg.179	fig|6666666.104604.peg.1516	fig|6666666.104655.peg.1507	fig|6666666.104664.peg.2069	fig|6666666.104681.peg.2656	fig|6666666.104683.peg.597	fig|6666666.104692.peg.1085	fig|6666666.104740.peg.6012	
Holliday junction DNA helicase RuvB	fig|6666666.104566.peg.1049	fig|6666666.104573.peg.659	fig|6666666.104574.peg.178	fig|6666666.104604.peg.1515	fig|6666666.104655.peg.1506	fig|6666666.104664.peg.2068	fig|6666666.104681.peg.2655	fig|6666666.104683.peg.596	fig|6666666.104692.peg.1084	fig|6666666.104740.peg.6013	
Holo-[acyl-carrier protein] synthase (EC 2.7.8.7)	fig|6666666.104566.peg.119	fig|6666666.104573.peg.1625	fig|6666666.104574.peg.540	fig|6666666.104604.peg.449	fig|6666666.104655.peg.543		fig|6666666.104681.peg.3736				
Homocysteine S-methyltransferase (EC 2.1.1.10)						fig|6666666.104664.peg.928		fig|6666666.104683.peg.522	fig|6666666.104692.peg.1012		
Homogentisate 1,2-dioxygenase (EC 1.13.11.5)						fig|6666666.104664.peg.3438	fig|6666666.104681.peg.3468	fig|6666666.104683.peg.2892	fig|6666666.104692.peg.3117	fig|6666666.104740.peg.3472	
Homolog of fucose/glucose/galactose permeases	fig|6666666.104566.peg.519	fig|6666666.104573.peg.1754									
Homoserine O-acetyltransferase (EC 2.3.1.31)	fig|6666666.104566.peg.1572	fig|6666666.104573.peg.864	fig|6666666.104574.peg.132		fig|6666666.104655.peg.832					fig|6666666.104740.peg.2213	
Homoserine dehydrogenase (EC 1.1.1.3)	fig|6666666.104566.peg.1494	fig|6666666.104573.peg.247	fig|6666666.104574.peg.1000	fig|6666666.104604.peg.1190	fig|6666666.104655.peg.770	fig|6666666.104664.peg.2348	fig|6666666.104681.peg.2293	fig|6666666.104683.peg.1328	fig|6666666.104692.peg.2989	fig|6666666.104740.peg.5726	
Homoserine kinase (EC 2.7.1.39)	fig|6666666.104566.peg.1493	fig|6666666.104573.peg.248	fig|6666666.104574.peg.998	fig|6666666.104604.peg.1188	fig|6666666.104655.peg.769	fig|6666666.104664.peg.2351	fig|6666666.104681.peg.2302	fig|6666666.104683.peg.1326	fig|6666666.104692.peg.2987	fig|6666666.104740.peg.5728	
HoxN/HupN/NixA family nickel/cobalt transporter							fig|6666666.104681.peg.4242				
HspR, transcriptional repressor of DnaK operon	fig|6666666.104566.peg.1612	fig|6666666.104573.peg.818	fig|6666666.104574.peg.1187	fig|6666666.104604.peg.1280	fig|6666666.104655.peg.1158	fig|6666666.104664.peg.4028	fig|6666666.104681.peg.882,fig|6666666.104681.peg.1708,fig|6666666.104681.peg.1710,fig|6666666.104681.peg.4472	fig|6666666.104683.peg.3864	fig|6666666.104692.peg.542	fig|6666666.104740.peg.6837	
HtrA protease/chaperone protein						fig|6666666.104664.peg.4317	fig|6666666.104681.peg.4238,fig|6666666.104681.peg.5736	fig|6666666.104683.peg.4650	fig|6666666.104692.peg.4683	fig|6666666.104740.peg.4049	
Hyaluronan synthase (EC 2.4.1.212)						fig|6666666.104664.peg.861	fig|6666666.104681.peg.5756	fig|6666666.104683.peg.2075	fig|6666666.104692.peg.1428		
Hydrogen peroxide-inducible genes activator						fig|6666666.104664.peg.659,fig|6666666.104664.peg.2108	fig|6666666.104681.peg.2370,fig|6666666.104681.peg.5448	fig|6666666.104683.peg.363,fig|6666666.104683.peg.2462	fig|6666666.104692.peg.511,fig|6666666.104692.peg.647	fig|6666666.104740.peg.2736	
Hydrogenase assembly protein HoxX							fig|6666666.104681.peg.2259				
Hydrolase (HAD superfamily) in cluster with DUF1447	fig|6666666.104566.peg.625	fig|6666666.104573.peg.1511									
Hydroxyacylglutathione hydrolase (EC 3.1.2.6)	fig|6666666.104566.peg.1057	fig|6666666.104573.peg.667	fig|6666666.104574.peg.215,fig|6666666.104574.peg.825	fig|6666666.104604.peg.1506	fig|6666666.104655.peg.1498	fig|6666666.104664.peg.1361	fig|6666666.104681.peg.2647	fig|6666666.104683.peg.592	fig|6666666.104692.peg.1080	fig|6666666.104740.peg.211,fig|6666666.104740.peg.6023	
Hydroxymethylglutaryl-CoA lyase (EC 4.1.3.4)						fig|6666666.104664.peg.3291	fig|6666666.104681.peg.4956	fig|6666666.104683.peg.3976	fig|6666666.104692.peg.1273	fig|6666666.104740.peg.2343	
Hydroxymethylglutaryl-CoA reductase (EC 1.1.1.34)	fig|6666666.104566.peg.753	fig|6666666.104573.peg.939		fig|6666666.104604.peg.1072	fig|6666666.104655.peg.1451						
Hydroxymethylglutaryl-CoA synthase (EC 2.3.3.10)	fig|6666666.104566.peg.754	fig|6666666.104573.peg.940		fig|6666666.104604.peg.1071	fig|6666666.104655.peg.1452						
Hydroxymethylpyrimidine ABC transporter, substrate-binding component			fig|6666666.104574.peg.1760			fig|6666666.104664.peg.1027		fig|6666666.104683.peg.1404	fig|6666666.104692.peg.1914		
Hydroxymethylpyrimidine ABC transporter, transmembrane component			fig|6666666.104574.peg.1759			fig|6666666.104664.peg.1026	fig|6666666.104681.peg.2730	fig|6666666.104683.peg.1403,fig|6666666.104683.peg.1405	fig|6666666.104692.peg.1913,fig|6666666.104692.peg.1915		
Hypothetical YciO protein, TsaC/YrdC paralog	fig|6666666.104566.peg.978	fig|6666666.104573.peg.587		fig|6666666.104604.peg.1592	fig|6666666.104655.peg.1584					fig|6666666.104740.peg.1421	
Hypothetical nudix hydrolase YeaB						fig|6666666.104664.peg.3571	fig|6666666.104681.peg.560	fig|6666666.104683.peg.2757	fig|6666666.104692.peg.3251	fig|6666666.104740.peg.3903	
Hypothetical protein YaeJ with similarity to translation release factor							fig|6666666.104681.peg.6452			fig|6666666.104740.peg.6888	
Hypothetical protein YggS, proline synthase co-transcribed bacterial homolog PROSC	fig|6666666.104566.peg.735	fig|6666666.104573.peg.194	fig|6666666.104574.peg.1846	fig|6666666.104604.peg.1095	fig|6666666.104655.peg.1595	fig|6666666.104664.peg.1937	fig|6666666.104681.peg.3808	fig|6666666.104683.peg.3386	fig|6666666.104692.peg.4176	fig|6666666.104740.peg.4537	
Hypothetical radical SAM family enzyme in heat shock gene cluster, similarity with CPO of BS HemN-type	fig|6666666.104566.peg.606	fig|6666666.104573.peg.1493	fig|6666666.104574.peg.67	fig|6666666.104604.peg.89	fig|6666666.104655.peg.889	fig|6666666.104664.peg.2316	fig|6666666.104681.peg.353	fig|6666666.104683.peg.3136	fig|6666666.104692.peg.3924	fig|6666666.104740.peg.3114	
Hypothetical zinc-type alcohol dehydrogenase-like protein YphC							fig|6666666.104681.peg.6225				
Hypothetical, related to broad specificity phosphatases COG0406							fig|6666666.104681.peg.3393	fig|6666666.104683.peg.3642	fig|6666666.104692.peg.2572	fig|6666666.104740.peg.4883	
Hypoxanthine-guanine phosphoribosyltransferase (EC 2.4.2.8)	fig|6666666.104566.peg.1566	fig|6666666.104573.peg.871	fig|6666666.104574.peg.971	fig|6666666.104604.peg.1271	fig|6666666.104655.peg.822	fig|6666666.104664.peg.845	fig|6666666.104681.peg.3348	fig|6666666.104683.peg.2717	fig|6666666.104692.peg.3291	fig|6666666.104740.peg.3844	
IMP cyclohydrolase (EC 3.5.4.10)			fig|6666666.104574.peg.799	fig|6666666.104604.peg.953			fig|6666666.104681.peg.803	fig|6666666.104683.peg.4121	fig|6666666.104692.peg.2381	fig|6666666.104740.peg.2711	
Imidazole glycerol phosphate synthase amidotransferase subunit (EC 2.4.2.-)			fig|6666666.104574.peg.332	fig|6666666.104604.peg.221		fig|6666666.104664.peg.1891	fig|6666666.104681.peg.3791	fig|6666666.104683.peg.3430	fig|6666666.104692.peg.4221	fig|6666666.104740.peg.4630	
Imidazole glycerol phosphate synthase cyclase subunit (EC 4.1.3.-)			fig|6666666.104574.peg.1679	fig|6666666.104604.peg.113		fig|6666666.104664.peg.1883	fig|6666666.104681.peg.3788	fig|6666666.104683.peg.3435	fig|6666666.104692.peg.4226	fig|6666666.104740.peg.4616	
Imidazoleglycerol-phosphate dehydratase (EC 4.2.1.19)			fig|6666666.104574.peg.330	fig|6666666.104604.peg.223		fig|6666666.104664.peg.1897	fig|6666666.104681.peg.3793	fig|6666666.104683.peg.3422	fig|6666666.104692.peg.4213	fig|6666666.104740.peg.4635	
Imidazolonepropionase (EC 3.5.2.7)						fig|6666666.104664.peg.2981	fig|6666666.104681.peg.5486	fig|6666666.104683.peg.3876	fig|6666666.104692.peg.1374	fig|6666666.104740.peg.2232	
Indole-3-glycerol phosphate synthase (EC 4.1.1.48)	fig|6666666.104566.peg.139,fig|6666666.104566.peg.472	fig|6666666.104573.peg.1126,fig|6666666.104573.peg.1701	fig|6666666.104574.peg.1676	fig|6666666.104604.peg.432	fig|6666666.104655.peg.561	fig|6666666.104664.peg.1880	fig|6666666.104681.peg.3778	fig|6666666.104683.peg.3440	fig|6666666.104692.peg.4231	fig|6666666.104740.peg.4610	
Indoleacetamide hydrolase (EC 3.5.1.-)										fig|6666666.104740.peg.365	
Indolepyruvate ferredoxin oxidoreductase, alpha and beta subunits										fig|6666666.104740.peg.6685	
Inner membrane protein YihY, formerly thought to be RNase BN							fig|6666666.104681.peg.5794				
Inner membrane protein translocase component YidC, long form	fig|6666666.104566.peg.1300	fig|6666666.104573.peg.519	fig|6666666.104574.peg.1980	fig|6666666.104604.peg.978	fig|6666666.104655.peg.309	fig|6666666.104664.peg.1326	fig|6666666.104681.peg.4910	fig|6666666.104683.peg.3010	fig|6666666.104692.peg.1476	fig|6666666.104740.peg.4261	
Inorganic pyrophosphatase (EC 3.6.1.1)	fig|6666666.104566.peg.1569	fig|6666666.104573.peg.867	fig|6666666.104574.peg.127	fig|6666666.104604.peg.729	fig|6666666.104655.peg.825	fig|6666666.104664.peg.849	fig|6666666.104681.peg.2553,fig|6666666.104681.peg.3372	fig|6666666.104683.peg.2721	fig|6666666.104692.peg.3287	fig|6666666.104740.peg.3848	
Inosine-5'-monophosphate dehydrogenase (EC 1.1.1.205)	fig|6666666.104566.peg.168,fig|6666666.104566.peg.171	fig|6666666.104573.peg.1155,fig|6666666.104573.peg.1158	fig|6666666.104574.peg.857,fig|6666666.104574.peg.859	fig|6666666.104604.peg.401,fig|6666666.104604.peg.403	fig|6666666.104655.peg.590,fig|6666666.104655.peg.1576	fig|6666666.104664.peg.3901,fig|6666666.104664.peg.3902,fig|6666666.104664.peg.4251	fig|6666666.104681.peg.751,fig|6666666.104681.peg.752,fig|6666666.104681.peg.5019	fig|6666666.104683.peg.4144,fig|6666666.104683.peg.4145,fig|6666666.104683.peg.4724	fig|6666666.104692.peg.2403,fig|6666666.104692.peg.2404,fig|6666666.104692.peg.4755	fig|6666666.104740.peg.2140,fig|6666666.104740.peg.2686,fig|6666666.104740.peg.2687,fig|6666666.104740.peg.3189,fig|6666666.104740.peg.3754,fig|6666666.104740.peg.6926,fig|6666666.104740.peg.6927	
Inosine-uridine preferring nucleoside hydrolase (EC 3.2.2.1)	fig|6666666.104566.peg.830,fig|6666666.104566.peg.1317,fig|6666666.104566.peg.1725	fig|6666666.104573.peg.95,fig|6666666.104573.peg.535,fig|6666666.104573.peg.788,fig|6666666.104573.peg.1009		fig|6666666.104604.peg.316,fig|6666666.104604.peg.330,fig|6666666.104604.peg.643,fig|6666666.104604.peg.888	fig|6666666.104655.peg.670,fig|6666666.104655.peg.686,fig|6666666.104655.peg.720		fig|6666666.104681.peg.5760			fig|6666666.104740.peg.404	
Inositol transport system ATP-binding protein							fig|6666666.104681.peg.4201				
Inositol transport system permease protein							fig|6666666.104681.peg.4200				
Inositol transport system sugar-binding protein							fig|6666666.104681.peg.4199				
Inositol-1-monophosphatase (EC 3.1.3.25)			fig|6666666.104574.peg.28			fig|6666666.104664.peg.4643	fig|6666666.104681.peg.180,fig|6666666.104681.peg.4664,fig|6666666.104681.peg.5790	fig|6666666.104683.peg.1844	fig|6666666.104692.peg.3752	fig|6666666.104740.peg.831,fig|6666666.104740.peg.2672,fig|6666666.104740.peg.4708,fig|6666666.104740.peg.6483	
Inositol-1-phosphate synthase (EC 5.5.1.4)	fig|6666666.104566.peg.696	fig|6666666.104573.peg.1586	fig|6666666.104574.peg.1963			fig|6666666.104664.peg.1278,fig|6666666.104664.peg.3331	fig|6666666.104681.peg.4871	fig|6666666.104683.peg.3067,fig|6666666.104683.peg.4010	fig|6666666.104692.peg.1239,fig|6666666.104692.peg.1534	fig|6666666.104740.peg.4324	
Inosose dehydratase (EC 4.2.1.44)							fig|6666666.104681.peg.5713				
Inosose isomerase (EC 5.3.99.-)						fig|6666666.104664.peg.3313	fig|6666666.104681.peg.2934	fig|6666666.104683.peg.4002	fig|6666666.104692.peg.1247		
Intramembrane protease RasP/YluC, implicated in cell division based on FtsL cleavage						fig|6666666.104664.peg.1575					
Iron-binding ferritin-like antioxidant protein	fig|6666666.104566.peg.1039	fig|6666666.104573.peg.649	fig|6666666.104574.peg.1054	fig|6666666.104604.peg.1526	fig|6666666.104655.peg.1517	fig|6666666.104664.peg.3567	fig|6666666.104681.peg.474,fig|6666666.104681.peg.1801	fig|6666666.104683.peg.2781	fig|6666666.104692.peg.3227		
Iron-chelator utilization protein						fig|6666666.104664.peg.1422,fig|6666666.104664.peg.2120		fig|6666666.104683.peg.346,fig|6666666.104683.peg.524	fig|6666666.104692.peg.630,fig|6666666.104692.peg.1013		
Iron-dependent repressor IdeR/DtxR	fig|6666666.104566.peg.402	fig|6666666.104573.peg.1396		fig|6666666.104604.peg.868	fig|6666666.104655.peg.1289	fig|6666666.104664.peg.4675	fig|6666666.104681.peg.6416	fig|6666666.104683.peg.1814	fig|6666666.104692.peg.3721	fig|6666666.104740.peg.4753	
Iron-sulfur cluster assembly ATPase protein SufC	fig|6666666.104566.peg.439	fig|6666666.104573.peg.1668	fig|6666666.104574.peg.643	fig|6666666.104604.peg.270	fig|6666666.104655.peg.475	fig|6666666.104664.peg.2690	fig|6666666.104681.peg.2816	fig|6666666.104683.peg.1061	fig|6666666.104692.peg.2118	fig|6666666.104740.peg.6230	
Iron-sulfur cluster assembly protein SufB	fig|6666666.104566.peg.436	fig|6666666.104573.peg.1665	fig|6666666.104574.peg.640	fig|6666666.104604.peg.273	fig|6666666.104655.peg.477	fig|6666666.104664.peg.2687	fig|6666666.104681.peg.2819	fig|6666666.104683.peg.1058	fig|6666666.104692.peg.2121	fig|6666666.104740.peg.6227	
Iron-sulfur cluster assembly protein SufD	fig|6666666.104566.peg.437	fig|6666666.104573.peg.1666	fig|6666666.104574.peg.641	fig|6666666.104604.peg.272	fig|6666666.104655.peg.476	fig|6666666.104664.peg.2688	fig|6666666.104681.peg.2818	fig|6666666.104683.peg.1059	fig|6666666.104692.peg.2120	fig|6666666.104740.peg.6228	
Iron-sulfur cluster regulator SufR	fig|6666666.104566.peg.435	fig|6666666.104573.peg.1664	fig|6666666.104574.peg.639	fig|6666666.104604.peg.274		fig|6666666.104664.peg.2686	fig|6666666.104681.peg.2820	fig|6666666.104683.peg.1057	fig|6666666.104692.peg.2122	fig|6666666.104740.peg.6226	
Isochorismatase (EC 3.3.2.1)			fig|6666666.104574.peg.129,fig|6666666.104574.peg.812				fig|6666666.104681.peg.1647,fig|6666666.104681.peg.2164			fig|6666666.104740.peg.5381,fig|6666666.104740.peg.5756	
Isochorismatase (EC 3.3.2.1) of siderophore biosynthesis										fig|6666666.104740.peg.1550,fig|6666666.104740.peg.3796,fig|6666666.104740.peg.3797,fig|6666666.104740.peg.5550,fig|6666666.104740.peg.5551,fig|6666666.104740.peg.5631	
Isochorismate synthase (EC 5.4.4.2) of siderophore biosynthesis						fig|6666666.104664.peg.1816		fig|6666666.104683.peg.3504	fig|6666666.104692.peg.4290	fig|6666666.104740.peg.2587,fig|6666666.104740.peg.3799,fig|6666666.104740.peg.5548	
Isocitrate dehydrogenase [NADP] (EC 1.1.1.42)						fig|6666666.104664.peg.3951	fig|6666666.104681.peg.829	fig|6666666.104683.peg.4090	fig|6666666.104692.peg.2350	fig|6666666.104740.peg.2649	
Isocitrate lyase (EC 4.1.3.1)							fig|6666666.104681.peg.2697	fig|6666666.104683.peg.1378	fig|6666666.104692.peg.1951		
Isoleucyl-tRNA synthetase (EC 6.1.1.5)	fig|6666666.104566.peg.828	fig|6666666.104573.peg.1007	fig|6666666.104574.peg.1791	fig|6666666.104604.peg.1741	fig|6666666.104655.peg.1721	fig|6666666.104664.peg.1926	fig|6666666.104681.peg.6389	fig|6666666.104683.peg.3391	fig|6666666.104692.peg.4181	fig|6666666.104740.peg.4530	
Isopentenyl phosphate kinase						fig|6666666.104664.peg.1606		fig|6666666.104683.peg.829	fig|6666666.104692.peg.1678		
Isopentenyl-diphosphate delta-isomerase (EC 5.3.3.2)	fig|6666666.104566.peg.890	fig|6666666.104573.peg.1062	fig|6666666.104574.peg.777	fig|6666666.104604.peg.158	fig|6666666.104655.peg.1669	fig|6666666.104664.peg.2262	fig|6666666.104681.peg.2522	fig|6666666.104683.peg.964	fig|6666666.104692.peg.2215	fig|6666666.104740.peg.4196	
Isopentenyl-diphosphate delta-isomerase, FMN-dependent (EC 5.3.3.2)	fig|6666666.104566.peg.746	fig|6666666.104573.peg.930		fig|6666666.104604.peg.1074	fig|6666666.104655.peg.1450	fig|6666666.104664.peg.3064		fig|6666666.104683.peg.2406	fig|6666666.104692.peg.989		
Isovaleryl-CoA dehydrogenase (EC 1.3.8.4)						fig|6666666.104664.peg.2726	fig|6666666.104681.peg.4962	fig|6666666.104683.peg.470	fig|6666666.104692.peg.854	fig|6666666.104740.peg.2205	
KH domain RNA binding protein YlqC	fig|6666666.104566.peg.840	fig|6666666.104573.peg.1019	fig|6666666.104574.peg.312	fig|6666666.104604.peg.1732	fig|6666666.104655.peg.1706	fig|6666666.104664.peg.3189	fig|6666666.104681.peg.3992	fig|6666666.104683.peg.3244	fig|6666666.104692.peg.4033	fig|6666666.104740.peg.1930	
Ketoglutarate semialdehyde dehydrogenase (EC 1.2.1.26)						fig|6666666.104664.peg.4731	fig|6666666.104681.peg.936	fig|6666666.104683.peg.1757	fig|6666666.104692.peg.3666		
Ketol-acid reductoisomerase (EC 1.1.1.86)	fig|6666666.104566.peg.711	fig|6666666.104573.peg.212	fig|6666666.104574.peg.1818	fig|6666666.104604.peg.1100	fig|6666666.104655.peg.159	fig|6666666.104664.peg.4518	fig|6666666.104681.peg.2024,fig|6666666.104681.peg.3441	fig|6666666.104683.peg.4451	fig|6666666.104692.peg.4481	fig|6666666.104740.peg.2013	
Ketopantoate reductase PanG (EC 1.1.1.169)	fig|6666666.104566.peg.1557	fig|6666666.104573.peg.880	fig|6666666.104574.peg.977	fig|6666666.104604.peg.1262	fig|6666666.104655.peg.815	fig|6666666.104664.peg.825	fig|6666666.104681.peg.3433	fig|6666666.104683.peg.2704	fig|6666666.104692.peg.3304	fig|6666666.104740.peg.3831	
Ku domain protein						fig|6666666.104664.peg.4598	fig|6666666.104681.peg.401,fig|6666666.104681.peg.6193	fig|6666666.104683.peg.1901	fig|6666666.104692.peg.3808	fig|6666666.104740.peg.1320	
Kup system potassium uptake protein	fig|6666666.104566.peg.313	fig|6666666.104573.peg.1310	fig|6666666.104574.peg.1133	fig|6666666.104604.peg.587	fig|6666666.104655.peg.1431					fig|6666666.104740.peg.5275	
Kynureninase (EC 3.7.1.3)						fig|6666666.104664.peg.3654	fig|6666666.104681.peg.1517	fig|6666666.104683.peg.3735	fig|6666666.104692.peg.2663	fig|6666666.104740.peg.953,fig|6666666.104740.peg.5959	
Kynurenine 3-monooxygenase (EC 1.14.13.9)							fig|6666666.104681.peg.2439,fig|6666666.104681.peg.3442			fig|6666666.104740.peg.959,fig|6666666.104740.peg.3773	
Kynurenine formamidase, bacterial (EC 3.5.1.9)							fig|6666666.104681.peg.4881			fig|6666666.104740.peg.755	
L-2,4-diaminobutyric acid acetyltransferase (EC 2.3.1.-)						fig|6666666.104664.peg.2858	fig|6666666.104681.peg.6289	fig|6666666.104683.peg.5012	fig|6666666.104692.peg.5044	fig|6666666.104740.peg.2442	
L-Proline/Glycine betaine transporter ProP			fig|6666666.104574.peg.836	fig|6666666.104604.peg.240			fig|6666666.104681.peg.1055,fig|6666666.104681.peg.3911			fig|6666666.104740.peg.1000,fig|6666666.104740.peg.6670	
L-alanine-DL-glutamate epimerase							fig|6666666.104681.peg.2855				
L-alanine:glyoxylate aminotransferase (EC 2.6.1.44)										fig|6666666.104740.peg.2147	
L-alanyl-gamma-D-glutamyl-L-diamino acid endopeptidase							fig|6666666.104681.peg.2690				
L-arabinose isomerase (EC 5.3.1.4)		fig|6666666.104573.peg.919			fig|6666666.104655.peg.637						
L-arabinose transport ATP-binding protein AraG (TC 3.A.1.2.2)		fig|6666666.104573.peg.754			fig|6666666.104655.peg.379						
L-arabinose transport system permease protein (TC 3.A.1.2.2)		fig|6666666.104573.peg.755			fig|6666666.104655.peg.380						
L-arabinose-binding periplasmic protein precursor AraF (TC 3.A.1.2.2)		fig|6666666.104573.peg.753			fig|6666666.104655.peg.378						
L-asparaginase (EC 3.5.1.1)						fig|6666666.104664.peg.3092	fig|6666666.104681.peg.4373	fig|6666666.104683.peg.2377	fig|6666666.104692.peg.960	fig|6666666.104740.peg.1752,fig|6666666.104740.peg.1768,fig|6666666.104740.peg.6256	
L-asparaginase I, cytoplasmic (EC 3.5.1.1)			fig|6666666.104574.peg.912								
L-aspartate oxidase (EC 1.4.3.16)						fig|6666666.104664.peg.1905	fig|6666666.104681.peg.3436	fig|6666666.104683.peg.3409	fig|6666666.104692.peg.4199	fig|6666666.104740.peg.4506	
L-beta-lysine 5,6-aminomutase alpha subunit (EC 5.4.3.3)							fig|6666666.104681.peg.4269			fig|6666666.104740.peg.750	
L-beta-lysine 5,6-aminomutase beta subunit (EC 5.4.3.3)							fig|6666666.104681.peg.4270			fig|6666666.104740.peg.751	
L-cysteine:1D-myo-inosityl 2-amino-2-deoxy-alpha-D-glucopyranoside ligase MshC	fig|6666666.104566.peg.463	fig|6666666.104573.peg.1692		fig|6666666.104604.peg.104		fig|6666666.104664.peg.2661	fig|6666666.104681.peg.4069	fig|6666666.104683.peg.3628	fig|6666666.104692.peg.2086	fig|6666666.104740.peg.700	
L-ectoine synthase (EC 4.2.1.-)						fig|6666666.104664.peg.2854	fig|6666666.104681.peg.6291	fig|6666666.104683.peg.5010	fig|6666666.104692.peg.5042	fig|6666666.104740.peg.799,fig|6666666.104740.peg.2444	
L-fuco-beta-pyranose dehydrogenase (EC 1.1.1.122)			fig|6666666.104574.peg.632,fig|6666666.104574.peg.1494				fig|6666666.104681.peg.3592,fig|6666666.104681.peg.3838,fig|6666666.104681.peg.4075,fig|6666666.104681.peg.5094,fig|6666666.104681.peg.6173,fig|6666666.104681.peg.6362				
L-fuconate dehydratase (EC 4.2.1.68)	fig|6666666.104566.peg.958	fig|6666666.104573.peg.11		fig|6666666.104604.peg.1607	fig|6666666.104655.peg.530	fig|6666666.104664.peg.117	fig|6666666.104681.peg.6365	fig|6666666.104683.peg.22	fig|6666666.104692.peg.73		
L-fuconolactone hydrolase							fig|6666666.104681.peg.6363				
L-idonate 5-dehydrogenase (EC 1.1.1.264)		fig|6666666.104573.peg.131	fig|6666666.104574.peg.281		fig|6666666.104655.peg.79	fig|6666666.104664.peg.3866	fig|6666666.104681.peg.1623	fig|6666666.104683.peg.4186	fig|6666666.104692.peg.2446		
L-lactate dehydrogenase (EC 1.1.1.27)	fig|6666666.104566.peg.1679	fig|6666666.104573.peg.425	fig|6666666.104574.peg.205	fig|6666666.104604.peg.570	fig|6666666.104655.peg.532					fig|6666666.104740.peg.6919	
